Title,Price,Beds,SQFT,Date Listed,Link
DURANT PLACE!! Call JANNA before they are gone!!,$1500,2br,1200ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-durant-place-call-janna-before/7142744094.html
2 Bed 1 Bath in Hapeville!,$800,2br,879ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-2-bed-1-bath-in-hapeville/7126571272.html
Moments away from great dining and Shopping! MARTA at our doorstep!,$845,1br,1000ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-moments-away-from-great-dining/7142735554.html
98% Leased Ardmore Community! Luxury 1& 2 Bedrooms Available!,$1299,1br,Not Available,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-98-leased-ardmore-community/7142742388.html
Great location! Great specials! Free app! $300 off! Sierra Village,$1080,1br,750ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-great-location-great-specials/7142734907.html
Amazing location!! DURANT PLACE! Call Janna,$1550,2br,1200ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-amazing-location-durant-place/7142741664.html
Luxury Midrise in Heart of Decatur offering one bedroom,$1574,1br,795ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/decatur-luxury-midrise-in-heart-of/7142741586.html
Now Leasing Huge 2 bed 2 bath here at  NORTHERN PINES APARTMENTS,$900,2br,1100ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/clarkston-now-leasing-huge-2-bed-2-bath/7142741588.html
Now Leasing! Beautiful 2 bed 2 bath here at Northern Pines Apartments,$900,2br,1100ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/clarkston-now-leasing-beautiful-2-bed-2/7142741576.html
"Puppy Park, 2 inch Faux Wood Blinds, Resident Lounge and Cyber Cafe",$1286,2br,1142ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-puppy-park-2-inch-faux-wood/7141276851.html
Two bedroom with luxury amenities in walkable community,$2158,2br,1340ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-two-bedroom-with-luxury/7142741218.html
"Bi-lingual staff, Stainless steel appliances, On-site management",$1575,2br,1142ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-bi-lingual-staff-stainless/7142741152.html
"Upgraded hardware, Outdoor grills & picnic area, Designer lighting",$1320,3br,1253ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/douglasville-upgraded-hardware-outdoor/7142710618.html
Up to 6 weeks free ! Must see new HIGHRISE property near Piedmont Park,$2075,N/A,Not Available,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-up-to-6-weeks-free-must-see-new/7142730954.html
"Run home to Stonetree Apartments, Don't Get Stuck Out in Left Field",$895,2br,1050ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-run-home-to-stonetree/7142740752.html
Durant Place Apartments!! Call Janna now!,$1550,2br,550ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-durant-place-apartments-call/7142740006.html
Spacious in midtown! Lease w/in 48 hrs 1/2 off app/admin fees!,$1517,1br,802ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-spacious-in-midtown-lease-in-48/7142739993.html
"Beautiful one bedroom in West Midtown, modern rustic meets industrial!",$1275,1br,716ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-beautiful-one-bedroom-in-west/7142732331.html
MOVE SPECIAL! Up 1 months free new luxury midrise in Sandy Springs!,$1305,1br,692ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-move-special-up-1-months-free/7136071969.html
"Refrigerator, Short Term Lease, Additional Storage",$1775,3br,1350ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-refrigerator-short-term-lease/7135062193.html
"One month free, industrial style two bedroom flat in central Midtown",$2106,2br,932ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-one-month-free-industrial-style/7142739142.html
1 bedroom w/ water trash and pest control included,$1014,1br,800ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-1-bedroom-water-trash-and-pest/7142739114.html
Total Electric 3 Bedroom 2 Bath Townhomes,$960,3br,1200ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/austell-total-electric-3-bedroom-2-bath/7142732690.html
MOVE SPECIAL FREE RENT! Luxury midrise with two bed in Sandy Springs,$1905,2br,1047ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-move-special-free-rent-luxury/7134685702.html
"MOVE IN SPECIAL Two bedroom, Luxury HIGHRISE flat in Buckhead!",$1599,2br,1100ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-move-in-special-two-bedroom/7133368731.html
UP TO 8 weeks free in the heart of Midtown!,$1697,1br,657ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-up-to-8-weeks-free-in-the-heart/7142738398.html
Now Leasing! One bedroom! AVAILABLE for August. Chelsea Court Apts!,$785,1br,700ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/clarkston-now-leasing-one-bedroom/7142737818.html
"Valet Trash Service, 24-Hour Online Rent Payment, Nine-Foot Ceilings",$1145,1br,767ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-valet-trash-service-24-hour/7137481549.html
"Private  Balcony or Patio on select floor plans, Tennis Court(s), Heat",$1500,1br,1006ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-private-balcony-or-patio-on/7141239445.html
huge 1 bed,$1139,1br,1005ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-huge-1-bed/7131132005.html
"Large walk-in closets, Executive business center, Clothes care center",$1215,2br,1165ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/austell-large-walk-in-closets-executive/7142721463.html
NOW LEASING Upgraded 2 bed 2 bath here at Northern Pines Apts!,$900,2br,1100ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/clarkston-now-leasing-upgraded-2-bed-2/7142736463.html
"~~MARVELOUS RENOVATED HOME, CORNER LOT~!~!~",$1600,3br,1264ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-marvelous-renovated-home-corner/7142699741.html
Find your next home @ Sierra Village!,$1080,1br,750ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-find-your-next-home-sierra/7142731138.html
"Granite Counter-tops, Assigned/Reserved Parking, Community Farm",$985,2br,1222ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/red-oak-granite-counter-tops-assigned/7131740349.html
"Laundry Facility, Heat, Accepts Electronic Payments",$1050,1br,738ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/smyrna-laundry-facility-heat-accepts/7141226202.html
Great Location for this 2 Bedroom/1 Bath home minutes from the Beltlin,$590,2br,Not Available,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-great-location-for-this-2/7142701565.html
"Excellent bedroom - luxurious bathroom, ready now!",$367,1br,Not Available,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-excellent-bedroom-luxurious/7142692109.html
PHENOMENAL Apartments! Pet friendly. All Electric. On MARTA.,$775,N/A,Not Available,Jun 16,https://atlanta.craigslist.org/atl/apa/d/decatur-phenomenal-apartments-pet/7142733987.html
Loft style one bedroom near Beltline and Ponce City Market,$1500,1br,972ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-loft-style-one-bedroom-near/7133373405.html
"MOVE SPECIAL! THREE bedroom TOWNHOUSE , New Luxury flat in Buckhead!",$7032,3br,2602ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-move-special-three-bedroom/7134510348.html
Spacious in midtown! Lease w/in 48 hrs 1/2 off app/admin fees!,$1655,1br,940ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-spacious-in-midtown-lease-in-48/7134511782.html
"Ceiling fan, Stainless steel appliances, Wood-style floors",$1570,3br,1375ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-ceiling-fan-stainless-steel/7142719346.html
"Designer lighting, Jogging trail, Modern interior paint finishes",$1050,2br,1005ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/douglasville-designer-lighting-jogging/7142726589.html
"1 Bed - 1 Bath, Corner Unit, Additional Storage Available",$1200,1br,755ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-1-bed-1-bath-corner-unit/7142732005.html
"2 Bed - 1 Bath, Oval Tub, Business Center",$1395,2br,950ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-2-bed-1-bath-oval-tub-business/7142731936.html
"2 Bed - 2 Bath, Fitness Center, Corner Unit",$1475,2br,1063ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-2-bed-2-bath-fitness-center/7142731870.html
"2 Bed - 2 Bath, Recycling Center, Pet-Friendly",$1850,2br,1263ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-2-bed-2-bath-recycling-center/7142731828.html
"2 Bed - 2 Bath, Private Balcony/Patio, Recycling Center",$1470,2br,1119ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-2-bed-2-bath-private-balcony/7142731776.html
The Best Deal in Atlanta! Everything Included! Monthly Special!,$690,1br,300ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-the-best-deal-in-atlanta/7142731734.html
"Resort-Inspired Pool, Valet Trash, Bocce Ball Court",$1277,1br,752ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-resort-inspired-pool-valet/7139856154.html
Beautiful renovated two bedroom flat near Suntrust Park,$1545,2br,1154ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-beautiful-renovated-two-bedroom/7134513944.html
3 bedroom Townhouse in Brookhaven with attached garage,$2498,3br,1412ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-3-bedroom-townhouse-in/7134509671.html
Buckhead high rise move in soon for UP TO $750 off!,$1841,1br,841ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-buckhead-high-rise-move-in-soon/7134531504.html
Westside luxury property with generous list of amenities!,$1950,2br,1200ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-westside-luxury-property-with/7134516529.html
Fully renovated community just waiting for YOU!,$1310,N/A,Not Available,Jun 16,https://atlanta.craigslist.org/atl/apa/d/mcdonough-fully-renovated-community/7142726913.html
"Luxury home, Sky Lounge with Breathtaking Views, and Bark Park",$1054,N/A,Not Available,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-luxury-home-sky-lounge-with/7142725175.html
✨✨URBAN LOFT ON THE BELTLINE! ✨✨,$1369,1br,650ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-urban-loft-on-the-beltline/7142731061.html
Private Entrance  --  2 Bedroom 1 Bath  $1300,$1300,2br,Not Available,Jun 16,https://atlanta.craigslist.org/atl/apa/d/decatur-private-entrance-2-bedroom-1/7138320262.html
"Cable/Satellite, Washer/Dryer, Private Patio",$1225,1br,812ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-cable-satellite-washer-dryer/7137874935.html
Last luxury 2BD w/ City View! SPECIAL ENDS TODAY at 6PM!,$1749,N/A,N/A,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-last-luxury-2bd-city-view/7142730564.html
"Dishwasher, Walk In Closets, Storage Closets",$1330,2br,1130ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-dishwasher-walk-in-closets/7141234705.html
"Pets Allowed, On-site Maintenance, 24-Hour Availability",$1440,2br,1238ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-pets-allowed-on-site/7142717194.html
"Sparkling swimming Pool, Brushed nickel kitchen and bath hardware",$1492,1br,750ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-sparkling-swimming-pool-brushed/7142730076.html
"Modern Amenities, Linen Closets, Storage Units Available",$1070,1br,751ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/union-city-modern-amenities-linen/7142729988.html
1 Bed 1 Bath Move By 6/27/20 and get June Free,$1267,N/A,Not Available,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-1-bed-1-bath-move-by-and-get/7142723706.html
"1 Bed - 1 Bath, Business Center, Spacious Walk-In Closet",$1135,1br,735ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-1-bed-1-bath-business-center/7136828287.html
"New pool lounge area, Package receiving, Online maintenance requests",$1015,2br,885ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/douglasville-new-pool-lounge-area/7142726730.html
"Crown molding accents, Fireplace, New pool lounge area",$1015,2br,885ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/douglasville-crown-molding-accents/7142721701.html
"New online services, Natural wooded landscaping, New clubhouse",$1550,3br,1253ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/douglasville-new-online-services/7139753374.html
30309,$1290,1br,850ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-30309/7134843603.html
ENCUENTRE EL APARTAMENTO PERFECTO EN KRC ALDERWOOD TRAILS,$1180,2br,1125ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-encuentre-el-apartamento/7142726647.html
"STOP Looking, START Living",$1084,2br,1275ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-stop-looking-start-living/7138223081.html
(C.E) GRANDIOSOS ESPECIALES EN KRC ALDERWOOD TRAILS,$1330,2br,1125ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-ce-grandiosos-especiales-en-krc/7142725955.html
"Tennis Courts, Moments from I-285 & GA-400, Resident e-Lounge",$1230,1br,754ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-tennis-courts-moments-from-285/7142725317.html
(C.E) Apartamento de 2 recaras disponible en KRC Alderwood Trails,$1330,2br,1125ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-ce-apartamento-de-2-recaras/7142724955.html
"No one wants old...you can have new! Brand new 2 BR, 2 BA! 1065 sqft",$1740,N/A,Not Available,Jun 16,https://atlanta.craigslist.org/atl/apa/d/no-one-wants-oldyou-can-have-new-brand/7142724812.html
"24-Hour Cardio Theater with Free Weights, Valet Dry Cleaning, Sundeck",$1510,1br,1025ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-24-hour-cardio-theater-with/7130610560.html
Come take a tour TODAY!!!!!,$1277,2br,980ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-come-take-tour-today/7135672635.html
"Stainless steel appliances, Laundry center, Bbq/picnic area",$1285,2br,1175ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-stainless-steel-appliances/7142717059.html
(C.E) VISITENOS HOY EN KRC ALDERWOOD TRAILS,$1330,2br,1125ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-ce-visitenos-hoy-en-krc/7142723979.html
"Resort-style Swimming Pool, Summer Kitchen, Stainless Steel Appliances",$1220,2br,1205ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/rex-resort-style-swimming-pool-summer/7127883384.html
Spacious 2x2 facing Historic Fourth Ward Park and the Beltline!,$2430,2br,1152ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-spacious-2x2-facing-historic/7139817479.html
3 Bedroom Duplex off Clairmont & I85,$1600,3br,1100ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-3-bedroom-duplex-off-clairmont/7126595444.html
"Controlled Access, Air Conditioner, Disability Access",$1340,2br,1112ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-controlled-access-air/7141206116.html
Beautiful single family home.,$900,3br,1243ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/cumming-beautiful-single-family-home/7142717599.html
"Executive business center, Built-in spice racks, Bright sunrooms",$1175,2br,1165ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/austell-executive-business-center-built/7128419974.html
"Dishwasher, Garden, Eat-in Kitchen",$1154,2br,1400ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/marietta-dishwasher-garden-eat-in/7130308491.html
"Wheelchair Accessible, Public Transportation, Water Sewer And Trash",$2128,2br,1431ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-wheelchair-accessible-public/7142721465.html
"Elevator, Pets Allowed, Garage",$1572,1br,1066ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-elevator-pets-allowed-garage/7142721440.html
"Pets Allowed, Disability Access, Dishwasher",$1858,2br,1091ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-pets-allowed-disability-access/7142721429.html
"Wheelchair Accessible, Accepts Credit Card Payments, Patio",$1952,2br,1291ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-wheelchair-accessible-accepts/7142721408.html
"Wheelchair Accessible, Range, Controlled Access",$2003,2br,1425ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-wheelchair-accessible-range/7142721398.html
TOUCH OF MANHATTAN IN MIDTOWN 🏙❤️🚴🏽‍♂️,$1369,1br,650ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-touch-of-manhattan-in-midtown/7136213255.html
Offer Ends 6PM Today! Save $1200 on #1 Rated 1 Bedroom in Buckhead!,$1299,1br,Not Available,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-offer-ends-6pm-today-save-1200/7142720001.html
This Summer... Northlake is waiting for you,$945,1br,672ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/tucker-this-summer-northlake-is-waiting/7142719980.html
"Resident Event Lounge, 2 Swimming Pools, Pet Park",$1544,2br,1256ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/duluth-resident-event-lounge-2-swimming/7136894264.html
&&&&&Cozy 1 bedroom #####,$900,1br,Not Available,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-cozy-1-bedroom/7128345144.html
&&&&&Cozy 1 bedroom #####,$900,1br,Not Available,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-cozy-1-bedroom/7128345761.html
F-A-B-U-L-O-U-S Midrise Breathtaking Views-Live the Exciting Lifestyle,$2065,N/A,N/A,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-a-u-o-s-midrise-breathtaking/7127373594.html
"Elite amenites, incredible location in BUCKHEAD. **VIRTUAL TOURS!",$1807,2br,Not Available,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-elite-amenites-incredible/7127468817.html
"Elevator, Controlled Access, Wheelchair Accessible",$1125,1br,655ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-elevator-controlled-access/7137585025.html
"Elevator, Controlled Access, Wheelchair Accessible",$1125,1br,655ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-elevator-controlled-access/7137585025.html
The Taylor Apartments 2 Bed/1.5 Bath Townhome,$1200,2br,955ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/marietta-the-taylor-apartments-2-bed-15/7135652890.html
1 bedroom w/ office,$1575,N/A,Not Available,Jun 16,https://atlanta.craigslist.org/atl/apa/d/decatur-1-bedroom-office/7142708325.html
!Great prices at Sierra Hills Apartments !,$1320,N/A,Not Available,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-great-prices-at-sierra-hills/7140583448.html
Great Prices !Great Location !,$1785,N/A,Not Available,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-great-prices-great-location/7141106586.html
YES! We have Self-Guided Tours! Tour on your own terms here at Modera,$1875,1br,620ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-yes-we-have-self-guided-tours/7142716409.html
"Fitness Center, Business Center, Gated Community",$1400,2br,1152ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-fitness-center-business-center/7138875575.html
"Picnic Area, Granite Counter-tops, High Speed Internet Access",$985,2br,1222ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/red-oak-picnic-area-granite-counter/7139845673.html
"!Beautiful homes in Metro Atlanta, Call Sierra Hills Today !",$1490,N/A,Not Available,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-beautiful-homes-in-metro/7139367963.html
"Leasing Now, Pets Welcome, Laundry on Site",$918,1br,638ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-leasing-now-pets-welcome/7142715884.html
Welcome to your new home at Sierra Hills,$1540,N/A,Not Available,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-welcome-to-your-new-home-at/7139400773.html
!Amazing prices at Sierra Hills Apartments!,$1320,N/A,Not Available,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-amazing-prices-at-sierra-hills/7139471663.html
!Welcome to your new home ! Call Sierra Hills Today !,$1415,N/A,Not Available,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-welcome-to-your-new-home-call/7140624592.html
"Two Bedrooms, Corner Apartment, Amazing Views",$1975,2br,1262ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-two-bedrooms-corner-apartment/7142715096.html
!Sierra Hills Apartments is the place to be !,$1540,N/A,Not Available,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-sierra-hills-apartments-is-the/7141000131.html
"Bark Park Onsite, Valet Trash, Outdoor Kitchen",$1317,1br,752ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-bark-park-onsite-valet-trash/7127973825.html
! Buenos precios! LLame los apartamentos Sierra Hills hoy !,$1490,N/A,Not Available,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-buenos-precios-llame-los/7140665108.html
! Splash into summer with our amazing deals !,$1415,N/A,Not Available,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-splash-into-summer-with-our/7138578951.html
"Cable Ready, Pet Friendly, Granite Countertops",$1023,2br,1050ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/riverdale-cable-ready-pet-friendly/7142714634.html
1 bedroom w/ office,$1576,N/A,Not Available,Jun 16,https://atlanta.craigslist.org/atl/apa/d/decatur-1-bedroom-office/7142707554.html
Great special! Great location! Call Sierra Hills,$1490,N/A,Not Available,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-great-special-great-location/7138661186.html
"Sundeck, Ceiling fan, Large closets",$1285,2br,1175ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-sundeck-ceiling-fan-large/7142714356.html
Beautiful 3 Bedrooms Available!,$960,3br,1200ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/austell-beautiful-3-bedrooms-available/7142714128.html
"NEWLY RENOVATED APARTMENT, WASHER AND DRYERS INCLUDED",$1312,2br,1250ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-newly-renovated-apartment/7140338455.html
Brittany Place Lagrange 2 bedroom 2 bath,$915,N/A,Not Available,Jun 16,https://atlanta.craigslist.org/atl/apa/d/lagrange-brittany-place-lagrange-2/7142713846.html
"Cabana With Summer Kitchen, Picnic Areas, 24 Hour Fitness Center",$1576,N/A,Not Available,Jun 16,https://atlanta.craigslist.org/atl/apa/d/scottdale-cabana-with-summer-kitchen/7142707132.html
1 bedroom w/ office,$1575,N/A,Not Available,Jun 16,https://atlanta.craigslist.org/atl/apa/d/decatur-1-bedroom-office/7142706882.html
"24-hour fitness studio, Resort style swimming pool, Play park",$1090,2br,880ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/douglasville-24-hour-fitness-studio/7142709896.html
One-Bedroom Floor Plan For Immediate Move In!!!!,$1359,N/A,Not Available,Jun 16,https://atlanta.craigslist.org/atl/apa/d/scottdale-one-bedroom-floor-plan-for/7142706643.html
"2 Tennis Courts, Wood-style Plank Flooring, Stainless Steel Appliances",$1207,2br,1200ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/duluth-2-tennis-courts-wood-style-plank/7134188091.html
"Two-Bedroom, Ground Level, with Fireplace for Immediate Move In!!!!",$1623,N/A,Not Available,Jun 16,https://atlanta.craigslist.org/atl/apa/d/scottdale-two-bedroom-ground-level-with/7142707642.html
"Spacious Closets, Two Sparking Swimming Pools, Bookshelves, Clubhouse",$1445,3br,1441ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/roswell-spacious-closets-two-sparking/7142712534.html
Elevate your lifestyle - Move up to Aspen Pointe,$1019,N/A,Not Available,Jun 16,https://atlanta.craigslist.org/atl/apa/d/roswell-elevate-your-lifestyle-move-up/7142712058.html
"Two-Bedroom, Ground Level, with Fireplace for Immediate Move In!!!!",$1524,N/A,Not Available,Jun 16,https://atlanta.craigslist.org/atl/apa/d/scottdale-two-bedroom-ground-level-with/7142706226.html
We'll Treat You Like A Star!!!!! Here At Park 35!!!!,$909,2br,87800ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/decatur-well-treat-you-like-star-here/7142711315.html
"Washer/Dryer Connections, Laundry Facility, Garbage Disposal",$985,2br,1222ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/red-oak-washer-dryer-connections/7142711060.html
"Washer/Dryer Hookup, Bicycle Storage, Wheelchair Accessible",$1156,1br,690ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-washer-dryer-hookup-bicycle/7126443464.html
"Pool, Accepts Electronic Payments, Package Receiving",$999,1br,715ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/smyrna-pool-accepts-electronic-payments/7140048993.html
The Townhouse of your Dreams!,$1730,2br,1425ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-the-townhouse-of-your-dreams/7142710006.html
"Fitness Center, Natural Park Like Setting, Eat-in Kitchen",$980,3br,1126ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/marietta-fitness-center-natural-park/7135379410.html
3 Bedroom with Large Floor plan,$1318,3br,1320ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-3-bedroom-with-large-floor-plan/7142700413.html
"Pet Stations, Outdoor Sand Volleyball, Walk-In Closets",$1230,2br,1050ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/duluth-pet-stations-outdoor-sand/7140136975.html
1 Month FREE!!!  1 bed/1.5 bath in Buckhead,$1970,1br,1025ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-1-month-free-1-bed-15-bath-in/7142695144.html
"TV Lounge, Accepts Credit Card Payments, Playground",$920,1br,810ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/duluth-tv-lounge-accepts-credit-card/7139198517.html
Spacious 2 Bdrm apartment next to the Belt line!,$1405,1br,746ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-spacious-2-bdrm-apartment-next/7131689401.html
"2 Bed - 2 Bath, Home Security, Creek View",$1850,2br,1263ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-2-bed-2-bath-home-security/7142708695.html
"0 Bed - 1 Bath, Trey Ceiling, Gated Community",$1135,N/A,Not Available,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-0-bed-1-bath-trey-ceiling-gated/7142708700.html
"2 Bed - 2 Bath, Corner Unit, Home Security",$1470,2br,1119ft2,Jun 16,https://atlanta.craigslist.org/atl/apa/d/atlanta-2-bed-2-bath-corner-unit-home/7142708685.html
